person,dialogue
chandler,eh it is always better to lie than to have the complicated discussion monica glares at him except with you
joey,hey open the door whats going on
monica,hi
joey,why are you dressed like that
monica,nervous giggle because i erm well chandlers gonna be home in a couple of days so i thought that i would just er practice the art of seduction
joey,eri just figured it out you knowi mean youre not working and the economy is bad
chandler,oh right
chandler,anyway er i need to borrow some money
joey,oh sure how much two thousand dollars
chandler,yes two thousand dollars exactly how do you know that joey begins writing a cheque
joey,erwell iknow how much you used to makeand i know how much your rent is shrugs
chandler,oh ok
joey,erkind of
chandler,i cant believe her did she tell you we were having money problems
joey,oh no no no no noit wasntit wasnt because of your money problemsit was for somethingfor her
chandler,what
joey,dude are you okay
ross,totally
rachel,ross you dont seem okay
ross,no
ross,wasnt it and you thought it would be awkward with joey and that you never really liked rachel
ross,okay
rachel,oh thats okay girls tend not to like me
ross,okay i guess its just flan for three hey hey that rhymed
rachel,you know what ross i think were gonna take off too
ross,oh oh of course god im so stupid you guys are a couple now i mean you probably just want to be alone
rachel,no no its just that its getting late
ross,really whwhats wrong
rachel,i dont know i think its kind of serious oh you know i was watching this thing on tv this morning about newcastle disease and i think i might have it
rachel, ok who is this
ross,im sorry rachel this is charlie wealer shes a collegue
rachel,oh hi i would check your hand but im sure you dont want to get my chicken disease
monica,hey rachel cancan i see you for a sec
rachel,sure monica takes her apart oh
monica,youre not sick
rachel,what yes i am
monica,ok then why are you she opens her robe revealing a nice black dress all dressed up
rachel,when youre sick you do whatever you can to make yourself feel better she closes her robe
monica,you just wanna stay home so you can make a move on joey
chandler,bringing the beer to zack zack
monica,tell me about yourself zack
rachel,oh god do you think she heard it would be so bad if she heard
phoebe,well maybe she didnt hear ok im gonna go into that dressing room you stay in here and ill talk and see if you can hear me
rachel,ok great
rachel,oh thank god i cant hear a word that youre saying
phoebe,sticks her head out i didnt say anything yet
rachel,sticks her head out too well get back in there and talk
phoebe,goes back in im rachel its so annoying when i put emma on the phone to talk with my friends
rachel,comes out again what
phoebe,comes out too well some things are just hard to say to your face
rachel,ok well i heard that which means that she heard it too
phoebe,ooh we have a problem
rachel,wow a swedish massage from a real swedish person puts her head in the hole and phoebe enters
phoebe,okay then im swedish
monica,so whats your name
phoebe,its a normal swedish name ikea
rachel,oh what an interesting name
phoebe,ja
rachel,you know i lifts her head and tries to look in phoebes direction
phoebe,pushes her head back down time for your scalp massage
rachel,sees phoebes slippers through the hole wow i really love your startled as she realizes those are phoebes slippers
phoebe,is something wrong
rachel,no its just that uhm it feels so good ikea pause yeah say hey youll know this whats the capital of sweden
phoebe,thinks for a few moments uhm stockholm
joey,well i know whats the matter with me
rachel,no i mean with us you know i mean is it supposed to be this difficult
joey,i dont know
chandler,that fake british woman is a real bitch but she sure can dance hey
rachel,hi hey listen can we ask you a question when you and monica first hooked up was it weird going from friends to more than that
chandler,kinda you know sneaking around having to hide from you guys
rachel,no no no no i mean sexually
joey,yeah was there a part of you that felt like it was really wrong
chandler,actually no no it felt right you know it felt like uhm i cant believe we havent been doing this the whole time
chandler,i can tell from your expressions that thats the good news you were hoping for well im gonna go continue to spread the joychandler leaves the apartment joey sighs
rachel,can you please please take care of it for me
ross,alright but you have to do one sometime
rachel,let me just get this straight so i go have a baby and they send some guy in to do my job
rachel,thats right youre very cheeky for a temp
rachel,oh yeah what department was that the jerk department
rachel,did they mention that im rubber and youre glue
rachel,oh hi mr zelner
rachel,thats great so now super gavin when i come back where are you planning on flying off to
rachel,to herself oh wow super asskissing power
rachel,today
rachel,no i said today see for a superhero not so much with the listening
